Estado;Código Município;Nome Município;Código Função;Nome Função;Código Subfunção;Nome Subfunção;Código Programa;Nome Programa;Código Ação;Nome Ação;Linguagem Cidadã;Valor
RIO DE JANEIRO;5801;ANGRA DOS REIS;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;4424907,00
RIO DE JANEIRO;5801;ANGRA DOS REIS;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AC;Incentivo Financeiro a Estados, Distrito Federal e Municípios para Ações de Prevenção e Qualificação da Atenção em HIV/AIDS e outras Doenças Sexualmente Transmissíveis;HIV AIDS;114968,00
RIO DE JANEIRO;5801;ANGRA DOS REIS;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;592887,57
RIO DE JANEIRO;5801;ANGRA DOS REIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;61655680,50
RIO DE JANEIRO;5801;ANGRA DOS REIS;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8585;Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade;TETO MAC;11744928,30
RIO DE JANEIRO;5801;ANGRA DOS REIS;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;2190146,11
RIO DE JANEIRO;5801;ANGRA DOS REIS;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;20EV;Enfrentamento ao Crack e Outras Drogas; ;47876,27
RIO DE JANEIRO;5801;ANGRA DOS REIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;296036,42
RIO DE JANEIRO;5801;ANGRA DOS REIS;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;12L5;DESCRIÇÃO PENDENTE DE DEFINIÇÃO; ;80000,00
RIO DE JANEIRO;5801;ANGRA DOS REIS;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;4118241,97
RIO DE JANEIRO;5801;ANGRA DOS REIS;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8761;Serviço de Atendimento Móvel de Urgência - Samu 192;SAMU;322847,21
RIO DE JANEIRO;5801;ANGRA DOS REIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0547;Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º);CFEM;156815,54
RIO DE JANEIRO;5801;ANGRA DOS REIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;4249143,06
RIO DE JANEIRO;5801;ANGRA DOS REIS;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0073;Enfrentamento da Violência Sexual contra Crianças e Adolescentes;2383;Serviços de Proteção Social a Crianças e Adolescentes Vítimas de Violência, Abuso e Exploração Sexual e suas Famílias;CREAS;10300,00
RIO DE JANEIRO;5801;ANGRA DOS REIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;23718003,82
RIO DE JANEIRO;5801;ANGRA DOS REIS;12;Educação;365;Educação Infantil;1448;Qualidade na Escola;8746;Apoio à Aquisição de Equipamentos para a Rede Pública da Educação Infantil; ;100229,19
RIO DE JANEIRO;5801;ANGRA DOS REIS;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;1458768,00
RIO DE JANEIRO;5801;ANGRA DOS REIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;386752,96
RIO DE JANEIRO;5801;ANGRA DOS REIS;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;8415;Manutenção e Funcionamento das Farmácias Populares;Manutenção de Farmácias;70000,00
RIO DE JANEIRO;5801;ANGRA DOS REIS;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;79977,29
RIO DE JANEIRO;5801;ANGRA DOS REIS;12;Educação;847;Transferências para Educação Básica;1448;Qualidade na Escola;09CW;Apoio à Reestruturação da Rede Física Pública da Educação Básica;Promed;250708,00
RIO DE JANEIRO;5803;ARARUAMA;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;81408,23
RIO DE JANEIRO;5803;ARARUAMA;12;Educação;365;Educação Infantil;1448;Qualidade na Escola;12KU;DESCRIÇÃO PENDENTE DE DEFINIÇÃO; ;229207,89
RIO DE JANEIRO;5803;ARARUAMA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0547;Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º);CFEM;93579,26
RIO DE JANEIRO;5803;ARARUAMA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;5933258,21
RIO DE JANEIRO;5803;ARARUAMA;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;27031,83
RIO DE JANEIRO;5803;ARARUAMA;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8535;Estruturação de Unidades de Atenção Especializada em Saúde;Estruturação/DAE;813600,00
RIO DE JANEIRO;5803;ARARUAMA;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;1368576,00
RIO DE JANEIRO;5803;ARARUAMA;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;13818,75
RIO DE JANEIRO;5803;ARARUAMA;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;20EV;Enfrentamento ao Crack e Outras Drogas; ;30000,00
RIO DE JANEIRO;5803;ARARUAMA;12;Educação;847;Transferências para Educação Básica;1448;Qualidade na Escola;0509;Apoio ao Desenvolvimento da Educação Básica;Promed;527670,00
RIO DE JANEIRO;5803;ARARUAMA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;70164,81
RIO DE JANEIRO;5803;ARARUAMA;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;372997,04
RIO DE JANEIRO;5803;ARARUAMA;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;26548,62
RIO DE JANEIRO;5803;ARARUAMA;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;391760,40
RIO DE JANEIRO;5803;ARARUAMA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;14744506,31
RIO DE JANEIRO;5803;ARARUAMA;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AC;Incentivo Financeiro a Estados, Distrito Federal e Municípios para Ações de Prevenção e Qualificação da Atenção em HIV/AIDS e outras Doenças Sexualmente Transmissíveis;HIV AIDS;50000,00
RIO DE JANEIRO;5803;ARARUAMA;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;1069719,56
RIO DE JANEIRO;5803;ARARUAMA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;6274,28
RIO DE JANEIRO;5803;ARARUAMA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;207924,18
RIO DE JANEIRO;5803;ARARUAMA;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;979019,00
RIO DE JANEIRO;5803;ARARUAMA;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;1456346,17
RIO DE JANEIRO;5803;ARARUAMA;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;6014546,00
RIO DE JANEIRO;5803;ARARUAMA;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0073;Enfrentamento da Violência Sexual contra Crianças e Adolescentes;2383;Serviços de Proteção Social a Crianças e Adolescentes Vítimas de Violência, Abuso e Exploração Sexual e suas Famílias;CREAS;10300,00
RIO DE JANEIRO;5803;ARARUAMA;10;Saúde;122;Administração Geral;0750;Apoio Administrativo;2000;Administração da Unidade;Administração de unidade;1167462,00
RIO DE JANEIRO;5803;ARARUAMA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;240428,37
RIO DE JANEIRO;5803;ARARUAMA;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0068;Erradicação do Trabalho Infantil;8662;Concessão de Bolsa para Crianças e Adolescentes em Situação de Trabalho;Transferência de Renda - PETI;900,00
RIO DE JANEIRO;5803;ARARUAMA;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;8415;Manutenção e Funcionamento das Farmácias Populares;Manutenção de Farmácias;70000,00
RIO DE JANEIRO;5803;ARARUAMA;12;Educação;366;Educação de Jovens e Adultos;1060;Brasil Alfabetizado e Educação de Jovens e Adultos;8790;Apoio à Alfabetização e à Educação de Jovens e Adultos; ;27600,00
RIO DE JANEIRO;5803;ARARUAMA;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;3532288,19
RIO DE JANEIRO;5803;ARARUAMA;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;4619098,62
RIO DE JANEIRO;5805;BARRA DO PIRAI;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AC;Incentivo Financeiro a Estados, Distrito Federal e Municípios para Ações de Prevenção e Qualificação da Atenção em HIV/AIDS e outras Doenças Sexualmente Transmissíveis;HIV AIDS;50000,00
RIO DE JANEIRO;5805;BARRA DO PIRAI;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;5746917,31
RIO DE JANEIRO;5805;BARRA DO PIRAI;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;20EV;Enfrentamento ao Crack e Outras Drogas; ;10000,00
RIO DE JANEIRO;5805;BARRA DO PIRAI;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;1372220,35
RIO DE JANEIRO;5805;BARRA DO PIRAI;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8585;Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade;TETO MAC;8548025,06
RIO DE JANEIRO;5805;BARRA DO PIRAI;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;1863955,29
RIO DE JANEIRO;5805;BARRA DO PIRAI;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;225401,62
RIO DE JANEIRO;5805;BARRA DO PIRAI;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;48225,90
RIO DE JANEIRO;5805;BARRA DO PIRAI;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;1355237,21
RIO DE JANEIRO;5805;BARRA DO PIRAI;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;25127,58
RIO DE JANEIRO;5805;BARRA DO PIRAI;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0547;Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º);CFEM;26782,53
RIO DE JANEIRO;5805;BARRA DO PIRAI;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0073;Enfrentamento da Violência Sexual contra Crianças e Adolescentes;2383;Serviços de Proteção Social a Crianças e Adolescentes Vítimas de Violência, Abuso e Exploração Sexual e suas Famílias;CREAS;13000,00
